season,yr,mnth,hr,holiday,workingday,weathersit,temp,hum,windspeed,dayOfWeek,days,demand
3,0,7,20,0,1,1,0.74,0.74,0.0896,Tue,195,277
3,0,7,21,0,1,1,0.74,0.74,0.1343,Tue,195,241
3,0,7,22,0,1,1,0.74,0.74,0.0,Tue,196,156
3,0,7,23,0,1,3,0.72,0.79,0.1642,Tue,196,92
3,0,7,0,0,1,1,0.7,0.84,0.1045,Wed,196,40
3,0,7,1,0,1,1,0.7,0.84,0.0,Wed,196,11
3,0,7,2,0,1,1,0.7,0.84,0.0,Wed,196,9
3,0,7,3,0,1,1,0.7,0.84,0.1045,Wed,196,6
3,0,7,4,0,1,1,0.68,0.83,0.0,Wed,196,4
3,0,7,5,0,1,1,0.68,0.83,0.1045,Wed,196,23
3,0,7,6,0,1,2,0.68,0.89,0.1045,Wed,196,116
3,0,7,7,0,1,2,0.7,0.84,0.1045,Wed,196,303
3,0,7,8,0,1,1,0.74,0.74,0.0,Wed,196,438
3,0,7,9,0,1,1,0.74,0.7,0.0896,Wed,196,209
3,0,7,10,0,1,1,0.76,0.7,0.0,Wed,196,110
3,0,7,11,0,1,1,0.8,0.63,0.0896,Wed,196,142
3,0,7,12,0,1,1,0.82,0.59,0.0,Wed,196,149
3,0,7,13,0,1,1,0.84,0.56,0.19399999999999998,Wed,196,120
3,0,7,14,0,1,1,0.86,0.53,0.2239,Wed,196,127
3,0,7,15,0,1,1,0.86,0.5,0.1642,Wed,196,138
3,0,7,16,0,1,1,0.84,0.56,0.0,Wed,196,234
3,0,7,17,0,1,1,0.84,0.59,0.19399999999999998,Wed,196,455
3,0,7,18,0,1,1,0.84,0.59,0.2239,Wed,196,497
3,0,7,19,0,1,1,0.82,0.67,0.1642,Wed,196,382
3,0,7,20,0,1,1,0.8,0.75,0.2239,Wed,196,309
3,0,7,21,0,1,1,0.8,0.66,0.1642,Wed,196,242
3,0,7,22,0,1,1,0.78,0.7,0.2239,Wed,197,169
3,0,7,23,0,1,1,0.76,0.75,0.2537,Wed,197,99
3,0,7,0,0,1,2,0.76,0.75,0.19399999999999998,Thr,197,42
3,0,7,1,0,1,2,0.74,0.84,0.2239,Thr,197,21
3,0,7,2,0,1,2,0.74,0.84,0.2239,Thr,197,6
3,0,7,3,0,1,2,0.74,0.79,0.1343,Thr,197,6
3,0,7,4,0,1,2,0.72,0.84,0.1045,Thr,197,4
3,0,7,5,0,1,2,0.72,0.84,0.1045,Thr,197,18
3,0,7,6,0,1,2,0.72,0.84,0.1045,Thr,197,117
3,0,7,7,0,1,2,0.74,0.84,0.1343,Thr,197,274
3,0,7,8,0,1,2,0.76,0.79,0.1642,Thr,197,381
3,0,7,9,0,1,2,0.8,0.75,0.2537,Thr,197,200
3,0,7,10,0,1,2,0.82,0.71,0.2239,Thr,197,78
3,0,7,11,0,1,2,0.86,0.63,0.2985,Thr,197,106
3,0,7,12,0,1,1,0.88,0.56,0.3284,Thr,197,135
3,0,7,13,0,1,1,0.88,0.56,0.2985,Thr,197,102
3,0,7,14,0,1,1,0.9,0.5,0.3582,Thr,197,147
3,0,7,15,0,1,1,0.9,0.53,0.2537,Thr,197,133
3,0,7,16,0,1,1,0.92,0.48,0.2836,Thr,197,210
3,0,7,17,0,1,1,0.92,0.45,0.2985,Thr,197,414
3,0,7,18,0,1,1,0.9,0.5,0.2836,Thr,197,382
3,0,7,19,0,1,1,0.86,0.67,0.2836,Thr,197,284
3,0,7,20,0,1,1,0.84,0.71,0.2239,Thr,197,237
3,0,7,21,0,1,1,0.82,0.75,0.2239,Thr,197,225
3,0,7,22,0,1,1,0.82,0.71,0.1642,Thr,198,149
3,0,7,23,0,1,1,0.8,0.71,0.1642,Thr,198,113
3,0,7,0,0,1,1,0.82,0.63,0.1343,Fri,198,60
3,0,7,1,0,1,1,0.8,0.63,0.0,Fri,198,24
3,0,7,2,0,1,1,0.78,0.79,0.1343,Fri,198,14
3,0,7,3,0,1,1,0.78,0.75,0.1045,Fri,198,7
3,0,7,4,0,1,1,0.76,0.75,0.1045,Fri,198,13
3,0,7,5,0,1,1,0.74,0.79,0.1045,Fri,198,19
3,0,7,6,0,1,1,0.76,0.75,0.0896,Fri,198,96
3,0,7,7,0,1,2,0.8,0.66,0.1045,Fri,198,252
3,0,7,8,0,1,2,0.84,0.63,0.1642,Fri,198,322
3,0,7,9,0,1,1,0.86,0.63,0.0896,Fri,198,208
3,0,7,10,0,1,1,0.9,0.53,0.0896,Fri,198,115
3,0,7,11,0,1,1,0.9,0.5,0.1045,Fri,198,109
3,0,7,12,0,1,1,0.94,0.48,0.1642,Fri,198,115
3,0,7,13,0,1,1,0.94,0.51,0.1642,Fri,198,123
3,0,7,14,0,1,1,0.96,0.48,0.2985,Fri,198,101
3,0,7,15,0,1,1,0.94,0.51,0.2985,Fri,198,133
3,0,7,16,0,1,3,0.9,0.39,0.2985,Fri,198,182
3,0,7,17,0,1,1,0.88,0.47,0.1045,Fri,198,306
3,0,7,18,0,1,1,0.9,0.37,0.1642,Fri,198,284
3,0,7,19,0,1,2,0.86,0.41,0.1045,Fri,198,250
3,0,7,20,0,1,1,0.84,0.56,0.0,Fri,198,212
3,0,7,21,0,1,1,0.82,0.59,0.0896,Fri,198,190
3,0,7,22,0,1,2,0.84,0.49,0.0896,Fri,199,149
3,0,7,23,0,1,1,0.8,0.63,0.19399999999999998,Fri,199,103
3,0,7,0,0,0,1,0.82,0.56,0.0,Sat,199,101
3,0,7,1,0,0,1,0.82,0.52,0.1045,Sat,199,70
3,0,7,2,0,0,1,0.82,0.52,0.0,Sat,199,61
3,0,7,3,0,0,1,0.78,0.66,0.0896,Sat,199,22
3,0,7,4,0,0,1,0.76,0.66,0.1045,Sat,199,9
3,0,7,5,0,0,1,0.76,0.62,0.1343,Sat,199,7
3,0,7,6,0,0,1,0.8,0.52,0.1343,Sat,199,25
3,0,7,7,0,0,1,0.8,0.52,0.1045,Sat,199,45
3,0,7,8,0,0,1,0.84,0.49,0.2537,Sat,199,109
3,0,7,9,0,0,1,0.84,0.49,0.1642,Sat,199,132
3,0,7,10,0,0,1,0.86,0.41,0.2239,Sat,199,198
3,0,7,11,0,0,1,0.9,0.37,0.19399999999999998,Sat,199,216
3,0,7,12,0,0,1,0.92,0.37,0.1045,Sat,199,235
3,0,7,13,0,0,1,0.94,0.38,0.1642,Sat,199,245
3,0,7,14,0,0,1,0.92,0.42,0.0,Sat,199,236
3,0,7,15,0,0,1,0.94,0.38,0.0,Sat,199,215
3,0,7,16,0,0,1,0.94,0.38,0.1343,Sat,199,221
3,0,7,17,0,0,1,0.94,0.38,0.1343,Sat,199,197
3,0,7,18,0,0,1,0.92,0.4,0.2239,Sat,199,196
3,0,7,19,0,0,2,0.82,0.59,0.1343,Sat,199,217
3,0,7,20,0,0,1,0.82,0.59,0.2239,Sat,199,145
3,0,7,21,0,0,1,0.82,0.59,0.2239,Sat,199,154
3,0,7,22,0,0,1,0.8,0.59,0.19399999999999998,Sat,200,125
3,0,7,23,0,0,1,0.8,0.59,0.1045,Sat,200,104
3,0,7,0,0,0,1,0.8,0.59,0.1045,Sun,200,119
3,0,7,1,0,0,1,0.78,0.66,0.1045,Sun,200,96
3,0,7,2,0,0,1,0.8,0.63,0.0896,Sun,200,60
3,0,7,3,0,0,1,0.8,0.63,0.0896,Sun,200,37
3,0,7,4,0,0,1,0.78,0.66,0.1045,Sun,200,6
3,0,7,5,0,0,1,0.78,0.66,0.0896,Sun,200,8
3,0,7,6,0,0,2,0.8,0.63,0.0896,Sun,200,22
3,0,7,7,0,0,1,0.8,0.59,0.1343,Sun,200,35
3,0,7,8,0,0,1,0.82,0.56,0.2836,Sun,200,104
3,0,7,9,0,0,1,0.82,0.56,0.3881,Sun,200,154
3,0,7,10,0,0,1,0.86,0.5,0.3284,Sun,200,226
3,0,7,11,0,0,1,0.84,0.53,0.2537,Sun,200,243
3,0,7,12,0,0,1,0.9,0.45,0.1642,Sun,200,246
3,0,7,13,0,0,1,0.86,0.47,0.2239,Sun,200,252
3,0,7,14,0,0,1,0.86,0.5,0.2836,Sun,200,283
3,0,7,15,0,0,1,0.9,0.42,0.2537,Sun,200,238
3,0,7,16,0,0,1,0.9,0.42,0.2537,Sun,200,249
3,0,7,17,0,0,1,0.9,0.39,0.1045,Sun,200,249
3,0,7,18,0,0,1,0.88,0.42,0.1642,Sun,200,243
3,0,7,19,0,0,1,0.86,0.47,0.1642,Sun,200,240
3,0,7,20,0,0,1,0.84,0.49,0.1642,Sun,200,195
3,0,7,21,0,0,1,0.8,0.63,0.1343,Sun,200,153
3,0,7,22,0,0,1,0.78,0.66,0.0,Sun,201,98
3,0,7,23,0,0,2,0.76,0.7,0.0896,Sun,201,50
3,0,7,0,0,1,2,0.76,0.7,0.0,Mon,201,34
3,0,7,1,0,1,2,0.76,0.75,0.0896,Mon,201,12
3,0,7,2,0,1,2,0.74,0.79,0.0896,Mon,201,6
3,0,7,3,0,1,1,0.74,0.79,0.0,Mon,201,4
3,0,7,4,0,1,1,0.72,0.84,0.0896,Mon,201,6
3,0,7,5,0,1,1,0.72,0.84,0.0896,Mon,201,24
3,0,7,6,0,1,2,0.72,0.84,0.0896,Mon,201,107
3,0,7,7,0,1,2,0.74,0.79,0.0,Mon,201,277
3,0,7,8,0,1,2,0.76,0.75,0.0,Mon,201,387
3,0,7,9,0,1,1,0.8,0.66,0.0,Mon,201,135
3,0,7,10,0,1,1,0.82,0.59,0.0,Mon,201,84
3,0,7,11,0,1,2,0.84,0.59,0.19399999999999998,Mon,201,107
3,0,7,12,0,1,2,0.84,0.59,0.19399999999999998,Mon,201,67
3,0,7,13,0,1,2,0.74,0.74,0.1343,Mon,201,78
3,0,7,14,0,1,2,0.72,0.79,0.19399999999999998,Mon,201,90
3,0,7,15,0,1,1,0.7,0.84,0.3881,Mon,201,112
3,0,7,16,0,1,1,0.7,0.84,0.2239,Mon,201,198
3,0,7,17,0,1,1,0.72,0.74,0.0,Mon,201,485
3,0,7,18,0,1,1,0.74,0.74,0.0896,Mon,201,533
3,0,7,19,0,1,1,0.74,0.7,0.0896,Mon,201,386
3,0,7,20,0,1,1,0.72,0.74,0.1343,Mon,201,302
3,0,7,21,0,1,1,0.7,0.84,0.0,Mon,201,194
3,0,7,22,0,1,1,0.7,0.84,0.0,Mon,202,125
3,0,7,23,0,1,1,0.7,0.84,0.0896,Mon,202,87
3,0,7,0,0,1,1,0.7,0.79,0.1045,Tue,202,28
3,0,7,1,0,1,1,0.7,0.79,0.1045,Tue,202,12
3,0,7,2,0,1,1,0.68,0.89,0.1045,Tue,202,7
3,0,7,3,0,1,1,0.68,0.89,0.1343,Tue,202,4
3,0,7,4,0,1,1,0.68,0.88,0.1642,Tue,202,6
3,0,7,5,0,1,1,0.66,0.89,0.0896,Tue,202,27
3,0,7,6,0,1,1,0.68,0.83,0.2239,Tue,202,110
3,0,7,7,0,1,1,0.72,0.66,0.2836,Tue,202,318
3,0,7,8,0,1,1,0.74,0.55,0.19399999999999998,Tue,202,424
3,0,7,9,0,1,1,0.76,0.4,0.2239,Tue,202,187
3,0,7,10,0,1,1,0.8,0.31,0.2239,Tue,202,138
3,0,7,11,0,1,1,0.82,0.3,0.0,Tue,202,151
3,0,7,12,0,1,1,0.84,0.28,0.0,Tue,202,147
3,0,7,13,0,1,1,0.84,0.32,0.2985,Tue,202,182
3,0,7,14,0,1,1,0.86,0.3,0.2836,Tue,202,147
3,0,7,15,0,1,1,0.88,0.28,0.3284,Tue,202,163
3,0,7,16,0,1,1,0.86,0.36,0.2836,Tue,202,254
3,0,7,17,0,1,1,0.86,0.36,0.3582,Tue,202,537
3,0,7,18,0,1,1,0.84,0.39,0.3881,Tue,202,546
3,0,7,19,0,1,1,0.82,0.43,0.2985,Tue,202,398
3,0,7,20,0,1,1,0.8,0.46,0.2537,Tue,202,290
3,0,7,21,0,1,1,0.78,0.49,0.2239,Tue,202,267
3,0,7,22,0,1,1,0.76,0.55,0.1343,Tue,203,158
3,0,7,23,0,1,1,0.76,0.58,0.1045,Tue,203,89
3,0,7,0,0,1,2,0.78,0.52,0.1642,Wed,203,45
3,0,7,1,0,1,1,0.78,0.49,0.19399999999999998,Wed,203,10
3,0,7,2,0,1,1,0.76,0.52,0.2985,Wed,203,6
3,0,7,3,0,1,1,0.72,0.58,0.1642,Wed,203,4
3,0,7,4,0,1,1,0.72,0.51,0.19399999999999998,Wed,203,4
3,0,7,5,0,1,1,0.7,0.54,0.2836,Wed,203,18
3,0,7,6,0,1,1,0.7,0.54,0.2239,Wed,203,123
3,0,7,7,0,1,1,0.72,0.48,0.2537,Wed,203,347
3,0,7,8,0,1,1,0.74,0.42,0.2537,Wed,203,433
3,0,7,9,0,1,1,0.76,0.35,0.2537,Wed,203,216
3,0,7,10,0,1,1,0.78,0.33,0.0,Wed,203,114
3,0,7,11,0,1,1,0.8,0.31,0.0,Wed,203,136
3,0,7,12,0,1,1,0.82,0.3,0.2836,Wed,203,169
3,0,7,13,0,1,1,0.84,0.3,0.3582,Wed,203,180
3,0,7,14,0,1,1,0.84,0.28,0.2239,Wed,203,127
3,0,7,15,0,1,1,0.86,0.26,0.2537,Wed,203,140
3,0,7,16,0,1,1,0.86,0.25,0.1642,Wed,203,268
3,0,7,17,0,1,1,0.84,0.26,0.2239,Wed,203,572
3,0,7,18,0,1,1,0.82,0.28,0.1045,Wed,203,541
3,0,7,19,0,1,1,0.8,0.29,0.0896,Wed,203,375
3,0,7,20,0,1,1,0.76,0.45,0.2239,Wed,203,294
3,0,7,21,0,1,1,0.74,0.48,0.1045,Wed,203,245
3,0,7,22,0,1,1,0.72,0.48,0.0,Wed,204,180
3,0,7,23,0,1,1,0.74,0.45,0.0896,Wed,204,109
3,0,7,0,0,1,1,0.7,0.51,0.1343,Thr,204,45
3,0,7,1,0,1,1,0.72,0.51,0.0,Thr,204,29
3,0,7,2,0,1,1,0.72,0.54,0.1045,Thr,204,7
3,0,7,3,0,1,1,0.72,0.54,0.0,Thr,204,5
3,0,7,4,0,1,1,0.7,0.61,0.1045,Thr,204,6
3,0,7,5,0,1,1,0.7,0.65,0.1045,Thr,204,27
3,0,7,6,0,1,1,0.7,0.7,0.0896,Thr,204,116
3,0,7,7,0,1,1,0.72,0.7,0.1642,Thr,204,305
3,0,7,8,0,1,1,0.74,0.66,0.1642,Thr,204,456
3,0,7,9,0,1,1,0.78,0.59,0.19399999999999998,Thr,204,210
3,0,7,10,0,1,1,0.8,0.55,0.2836,Thr,204,116
3,0,7,11,0,1,1,0.84,0.56,0.2836,Thr,204,154
3,0,7,12,0,1,1,0.84,0.53,0.2537,Thr,204,186
3,0,7,13,0,1,1,0.86,0.47,0.2537,Thr,204,152
3,0,7,14,0,1,2,0.84,0.49,0.2537,Thr,204,138
3,0,7,15,0,1,1,0.86,0.5,0.19399999999999998,Thr,204,146
3,0,7,16,0,1,1,0.86,0.47,0.1642,Thr,204,256
3,0,7,17,0,1,1,0.84,0.53,0.19399999999999998,Thr,204,468
3,0,7,18,0,1,1,0.84,0.56,0.2239,Thr,204,483
3,0,7,19,0,1,1,0.82,0.59,0.19399999999999998,Thr,204,322
3,0,7,20,0,1,1,0.8,0.63,0.19399999999999998,Thr,204,270
3,0,7,21,0,1,1,0.78,0.66,0.2836,Thr,204,196
3,0,7,22,0,1,1,0.76,0.7,0.2537,Thr,205,174
3,0,7,23,0,1,1,0.76,0.75,0.19399999999999998,Thr,205,123
3,0,7,0,0,1,1,0.74,0.79,0.1642,Fri,205,57
3,0,7,1,0,1,1,0.74,0.79,0.1343,Fri,205,34
3,0,7,2,0,1,1,0.74,0.79,0.0,Fri,205,13
3,0,7,3,0,1,1,0.74,0.79,0.0,Fri,205,11
3,0,7,4,0,1,1,0.72,0.84,0.1343,Fri,205,6
3,0,7,5,0,1,1,0.72,0.84,0.0,Fri,205,27
3,0,7,6,0,1,2,0.72,0.84,0.0,Fri,205,90
3,0,7,7,0,1,2,0.74,0.79,0.0896,Fri,205,254
3,0,7,8,0,1,2,0.76,0.77,0.0,Fri,205,384
3,0,7,9,0,1,1,0.86,0.47,0.2537,Fri,205,179
3,0,7,10,0,1,1,0.9,0.42,0.2836,Fri,205,106
3,0,7,11,0,1,1,0.92,0.4,0.2985,Fri,205,161
3,0,7,12,0,1,1,0.96,0.31,0.2836,Fri,205,135
3,0,7,13,0,1,1,0.94,0.31,0.0,Fri,205,156
3,0,7,14,0,1,1,0.96,0.3,0.2239,Fri,205,148
3,0,7,15,0,1,1,0.96,0.3,0.2537,Fri,205,169
3,0,7,16,0,1,1,0.96,0.3,0.3881,Fri,205,233
3,0,7,17,0,1,1,0.96,0.3,0.2985,Fri,205,421
3,0,7,18,0,1,1,0.92,0.37,0.3284,Fri,205,362
3,0,7,19,0,1,1,0.9,0.42,0.2239,Fri,205,241
3,0,7,20,0,1,1,0.86,0.41,0.3284,Fri,205,206
3,0,7,21,0,1,1,0.82,0.46,0.1642,Fri,205,163
3,0,7,22,0,1,1,0.8,0.49,0.2239,Fri,206,174
3,0,7,23,0,1,1,0.78,0.52,0.1045,Fri,206,116
3,0,7,0,0,0,1,0.76,0.55,0.19399999999999998,Sat,206,133
3,0,7,1,0,0,1,0.76,0.55,0.0896,Sat,206,90
3,0,7,2,0,0,1,0.76,0.55,0.1045,Sat,206,42
3,0,7,3,0,0,1,0.74,0.62,0.1642,Sat,206,43
3,0,7,4,0,0,1,0.72,0.66,0.1642,Sat,206,10
3,0,7,5,0,0,1,0.72,0.7,0.2836,Sat,206,13
3,0,7,6,0,0,1,0.72,0.7,0.2985,Sat,206,24
3,0,7,7,0,0,1,0.76,0.66,0.19399999999999998,Sat,206,42
3,0,7,8,0,0,1,0.78,0.59,0.2239,Sat,206,114
3,0,7,9,0,0,1,0.82,0.46,0.2985,Sat,206,174
3,0,7,10,0,0,1,0.82,0.41,0.2985,Sat,206,261
3,0,7,11,0,0,1,0.84,0.36,0.19399999999999998,Sat,206,317
3,0,7,12,0,0,1,0.84,0.32,0.1642,Sat,206,341
3,0,7,13,0,0,1,0.88,0.29,0.0,Sat,206,308
3,0,7,14,0,0,1,0.9,0.29,0.0,Sat,206,305
3,0,7,15,0,0,1,0.9,0.31,0.1343,Sat,206,302
3,0,7,16,0,0,1,0.9,0.27,0.2239,Sat,206,302
3,0,7,17,0,0,1,0.9,0.29,0.1045,Sat,206,302
3,0,7,18,0,0,1,0.88,0.28,0.19399999999999998,Sat,206,299
3,0,7,19,0,0,1,0.74,0.33,0.2239,Sat,206,256
3,0,7,20,0,0,1,0.82,0.43,0.1343,Sat,206,206
3,0,7,21,0,0,1,0.8,0.49,0.1642,Sat,206,205
3,0,7,22,0,0,1,0.78,0.52,0.1045,Sat,207,209
3,0,7,23,0,0,1,0.76,0.55,0.0896,Sat,207,177
3,0,7,0,0,0,1,0.76,0.55,0.0896,Sun,207,113
3,0,7,1,0,0,1,0.74,0.62,0.0896,Sun,207,79
3,0,7,2,0,0,1,0.74,0.66,0.0896,Sun,207,67
3,0,7,3,0,0,1,0.74,0.66,0.0,Sun,207,50
3,0,7,4,0,0,1,0.72,0.7,0.0,Sun,207,13
3,0,7,5,0,0,1,0.72,0.69,0.0,Sun,207,8
3,0,7,6,0,0,1,0.74,0.7,0.0,Sun,207,13
3,0,7,7,0,0,1,0.74,0.58,0.1343,Sun,207,45
3,0,7,8,0,0,1,0.76,0.55,0.2239,Sun,207,142
3,0,7,9,0,0,1,0.8,0.49,0.0,Sun,207,183
3,0,7,10,0,0,1,0.84,0.36,0.1642,Sun,207,254
3,0,7,11,0,0,1,0.86,0.28,0.1642,Sun,207,275
3,0,7,12,0,0,1,0.9,0.25,0.19399999999999998,Sun,207,338
3,0,7,13,0,0,1,0.9,0.24,0.1343,Sun,207,294
3,0,7,14,0,0,1,0.9,0.24,0.1642,Sun,207,326
3,0,7,15,0,0,1,0.92,0.18,0.2985,Sun,207,293
3,0,7,16,0,0,1,0.92,0.17,0.2836,Sun,207,306
3,0,7,17,0,0,1,0.92,0.16,0.1642,Sun,207,320
3,0,7,18,0,0,1,0.86,0.41,0.2836,Sun,207,304
3,0,7,19,0,0,1,0.8,0.55,0.3284,Sun,207,274
3,0,7,20,0,0,1,0.8,0.55,0.3284,Sun,207,275
3,0,7,21,0,0,1,0.78,0.59,0.2985,Sun,207,164
3,0,7,22,0,0,1,0.74,0.7,0.2985,Sun,208,96
3,0,7,23,0,0,1,0.74,0.66,0.2239,Sun,208,70
3,0,8,0,0,1,1,0.72,0.7,0.2239,Mon,208,29
3,0,8,1,0,1,1,0.72,0.74,0.19399999999999998,Mon,208,17
3,0,8,2,0,1,1,0.7,0.74,0.1045,Mon,208,11
3,0,8,3,0,1,1,0.7,0.79,0.1642,Mon,208,4
3,0,8,4,0,1,1,0.66,0.83,0.1343,Mon,208,4
3,0,8,5,0,1,1,0.66,0.83,0.1045,Mon,208,26
3,0,8,6,0,1,1,0.66,0.83,0.0896,Mon,208,100
3,0,8,7,0,1,1,0.74,0.62,0.0,Mon,208,282
3,0,8,8,0,1,1,0.8,0.43,0.19399999999999998,Mon,208,382
3,0,8,9,0,1,1,0.82,0.41,0.0,Mon,208,166
3,0,8,10,0,1,1,0.86,0.36,0.1642,Mon,208,97
3,0,8,11,0,1,1,0.88,0.32,0.1642,Mon,208,119
3,0,8,12,0,1,1,0.9,0.33,0.2537,Mon,208,168
3,0,8,13,0,1,1,0.9,0.31,0.2985,Mon,208,150
3,0,8,14,0,1,1,0.92,0.29,0.19399999999999998,Mon,208,123
3,0,8,15,0,1,1,0.9,0.27,0.0,Mon,208,129
3,0,8,16,0,1,1,0.9,0.27,0.0,Mon,208,231
3,0,8,17,0,1,1,0.76,0.45,0.2985,Mon,208,514
3,0,8,18,0,1,1,0.78,0.43,0.19399999999999998,Mon,208,543
3,0,8,19,0,1,1,0.74,0.51,0.2239,Mon,208,413
3,0,8,20,0,1,1,0.72,0.62,0.2239,Mon,208,305
3,0,8,21,0,1,1,0.7,0.7,0.2537,Mon,208,220
3,0,8,22,0,1,1,0.7,0.7,0.0896,Mon,209,137
3,0,8,23,0,1,1,0.68,0.74,0.19399999999999998,Mon,209,96
3,0,8,0,0,1,1,0.66,0.74,0.0,Tue,209,29
3,0,8,1,0,1,1,0.66,0.74,0.1045,Tue,209,12
3,0,8,2,0,1,1,0.68,0.69,0.0,Tue,209,8
3,0,8,3,0,1,1,0.66,0.74,0.19399999999999998,Tue,209,5
3,0,8,4,0,1,1,0.66,0.74,0.1045,Tue,209,10
3,0,8,5,0,1,1,0.66,0.74,0.1343,Tue,209,21
3,0,8,6,0,1,1,0.68,0.69,0.1045,Tue,209,117
3,0,8,7,0,1,1,0.72,0.61,0.2836,Tue,209,335
3,0,8,8,0,1,1,0.74,0.58,0.2836,Tue,209,435
3,0,8,9,0,1,1,0.78,0.46,0.2985,Tue,209,213
3,0,8,10,0,1,1,0.82,0.36,0.2985,Tue,209,140
3,0,8,11,0,1,1,0.84,0.32,0.4179,Tue,209,128
3,0,8,12,0,1,1,0.86,0.3,0.2836,Tue,209,157
3,0,8,13,0,1,1,0.86,0.3,0.2239,Tue,209,203
3,0,8,14,0,1,1,0.9,0.25,0.2836,Tue,209,159
3,0,8,15,0,1,1,0.9,0.25,0.2836,Tue,209,168
3,0,8,16,0,1,1,0.9,0.25,0.2836,Tue,209,274
3,0,8,17,0,1,2,0.9,0.27,0.1343,Tue,209,556
3,0,8,18,0,1,2,0.86,0.34,0.19399999999999998,Tue,209,556
3,0,8,19,0,1,2,0.86,0.36,0.2239,Tue,209,454
3,0,8,20,0,1,2,0.82,0.46,0.2537,Tue,209,288
3,0,8,21,0,1,1,0.8,0.52,0.2239,Tue,209,254
3,0,8,22,0,1,2,0.78,0.59,0.1642,Tue,210,191
3,0,8,23,0,1,2,0.8,0.49,0.1642,Tue,210,132
3,0,8,0,0,1,2,0.8,0.49,0.1642,Wed,210,43
3,0,8,1,0,1,2,0.78,0.52,0.1642,Wed,210,16
3,0,8,2,0,1,2,0.78,0.49,0.1642,Wed,210,11
3,0,8,3,0,1,2,0.76,0.55,0.0896,Wed,210,4
3,0,8,4,0,1,2,0.76,0.52,0.1642,Wed,210,7
3,0,8,5,0,1,2,0.76,0.55,0.0896,Wed,210,24
3,0,8,6,0,1,3,0.72,0.66,0.4925,Wed,210,110
3,0,8,7,0,1,2,0.74,0.51,0.2239,Wed,210,271
3,0,8,8,0,1,2,0.74,0.51,0.1642,Wed,210,437
3,0,8,9,0,1,2,0.74,0.55,0.19399999999999998,Wed,210,195
3,0,8,10,0,1,3,0.74,0.58,0.0896,Wed,210,68
3,0,8,11,0,1,2,0.74,0.58,0.1045,Wed,210,122
3,0,8,12,0,1,3,0.76,0.55,0.1343,Wed,210,161
3,0,8,13,0,1,2,0.76,0.58,0.2239,Wed,210,144
3,0,8,14,0,1,2,0.76,0.58,0.2239,Wed,210,147
3,0,8,15,0,1,2,0.7,0.79,0.1343,Wed,210,118
3,0,8,16,0,1,3,0.68,0.79,0.0,Wed,210,150
3,0,8,17,0,1,2,0.7,0.79,0.0,Wed,210,425
3,0,8,18,0,1,3,0.7,0.84,0.0,Wed,210,492
3,0,8,19,0,1,3,0.7,0.84,0.0,Wed,210,321
3,0,8,20,0,1,3,0.7,0.84,0.1045,Wed,210,87
3,0,8,21,0,1,2,0.68,0.89,0.1343,Wed,210,88
3,0,8,22,0,1,3,0.68,0.89,0.1045,Wed,211,77
3,0,8,23,0,1,2,0.68,0.89,0.0896,Wed,211,56
3,0,8,0,0,1,2,0.68,0.89,0.0896,Thr,211,17
3,0,8,1,0,1,2,0.66,0.94,0.0896,Thr,211,17
3,0,8,2,0,1,2,0.66,0.94,0.0896,Thr,211,7
3,0,8,3,0,1,3,0.66,0.94,0.0896,Thr,211,3
3,0,8,4,0,1,2,0.68,0.89,0.0,Thr,211,7
3,0,8,5,0,1,2,0.68,0.89,0.0,Thr,211,20
3,0,8,6,0,1,2,0.68,0.89,0.2985,Thr,211,97
3,0,8,7,0,1,2,0.68,0.89,0.2985,Thr,211,282
3,0,8,8,0,1,2,0.7,0.82,0.3582,Thr,211,398
3,0,8,9,0,1,1,0.72,0.74,0.3284,Thr,211,187
3,0,8,10,0,1,1,0.72,0.71,0.2985,Thr,211,113
3,0,8,11,0,1,2,0.74,0.66,0.2239,Thr,211,149
3,0,8,12,0,1,2,0.76,0.62,0.2239,Thr,211,205
3,0,8,13,0,1,1,0.76,0.58,0.0,Thr,211,205
3,0,8,14,0,1,1,0.8,0.55,0.1642,Thr,211,167
3,0,8,15,0,1,1,0.8,0.55,0.2537,Thr,211,165
3,0,8,16,0,1,1,0.76,0.62,0.3284,Thr,211,290
3,0,8,17,0,1,1,0.76,0.62,0.3284,Thr,211,555
3,0,8,18,0,1,1,0.7,0.74,0.2985,Thr,211,523
3,0,8,19,0,1,1,0.7,0.74,0.2836,Thr,211,366
3,0,8,20,0,1,2,0.7,0.74,0.19399999999999998,Thr,211,286
3,0,8,21,0,1,2,0.7,0.74,0.19399999999999998,Thr,211,211
3,0,8,22,0,1,1,0.68,0.74,0.19399999999999998,Thr,212,174
3,0,8,23,0,1,1,0.66,0.74,0.1045,Thr,212,132
3,0,8,0,0,1,1,0.66,0.74,0.1045,Fri,212,54
3,0,8,1,0,1,1,0.64,0.78,0.0896,Fri,212,19
3,0,8,2,0,1,1,0.66,0.69,0.0,Fri,212,19
3,0,8,3,0,1,1,0.64,0.78,0.0896,Fri,212,6
3,0,8,4,0,1,1,0.64,0.78,0.1343,Fri,212,7
3,0,8,5,0,1,1,0.64,0.78,0.0896,Fri,212,16
3,0,8,6,0,1,1,0.64,0.78,0.1343,Fri,212,101
3,0,8,7,0,1,1,0.66,0.78,0.1343,Fri,212,270
